"activityId" "subjectId" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "activityType"
1 11 0.28502282 -0.022272265 -0.074667113 -0.38889302 -0.012733895 -0.44096754 0.93315191 -0.21493963 0.17829119 -0.96166773 -0.97657764 -0.95976397 -0.13516026 -0.31383234 -0.38154836 -0.40812986 -0.09908093 -0.66323374 0.021754754 -0.086817836 0.12249235 -0.62873647 -0.49835377 -0.41821446 -0.10480704 -0.22887642 0.0026721001 -0.52236119 -0.72644748 -0.51784118 -0.24376872 -0.44729881 -0.24376872 -0.44729881 -0.35260998 -0.35736778 -0.45975572 -0.54712483 -0.60947652 -0.75038149 -0.34230412 -0.033572964 -0.48114284 -0.40818286 -0.063984865 -0.46236664 -0.32780767 0.057659595 0.20236304 -0.40650924 -0.13840097 -0.62390636 -0.46449675 -0.11622565 -0.70140365 -0.29842067 -0.28487669 0.02342552 -0.55352466 -0.55141765 -0.35435686 -0.65285974 -0.47161659 -0.49389366 -0.24541438 -0.1336031 -0.24245464 -0.41482868 -0.55189202 0.12646477 -0.34953778 -0.37158645 0.0010998271 -0.56172266 -0.61525625 0.10116541 -0.7445731 -0.77505032 0.15538552 "WALKING"
1 11 0.29227935 -0.0045356493 -0.061639238 -0.36505086 -0.041813855 -0.56149674 0.95624892 -0.21378906 0.083472155 -0.98986758 -0.97917149 -0.96511573 0.52553134 -0.18931518 -0.039034388 -0.40917409 -0.14261819 -0.75368643 0.13687526 -0.22084346 0.13888265 -0.63512278 -0.5151936 -0.4510884 -0.031085942 0.01395147 -0.099366825 -0.57214397 -0.7319205 -0.52310048 -0.25260711 -0.46840971 -0.25260711 -0.46840971 -0.38494454 -0.39117352 -0.43271856 -0.62933246 -0.63289491 -0.74801555 -0.32266736 -0.07858314 -0.65761149 -0.38241784 -0.082949569 -0.54592259 -0.15692124 -0.064498423 -0.11313179 -0.43320378 -0.21199047 -0.7207544 -0.43622494 -0.12297476 -0.78593968 -0.42203468 -0.39489018 0.061411128 -0.56963935 -0.62494392 -0.37890664 -0.65637807 -0.46162053 -0.52708763 -0.2341489 -0.39753669 -0.12996863 -0.42650087 -0.57577771 0.042946576 -0.38782769 -0.39794174 0.10915661 -0.64649332 -0.68120553 -0.061355271 -0.75070391 -0.76190869 -0.053677957 "WALKING"
1 6 0.26967447 0.01090728 -0.074948593 -0.33663987 0.14624983 -0.4455707 0.95962542 -0.21386828 0.05054416 -0.96475046 -0.93943398 -0.94592334 0.12617433 0.20825344 0.077320931 -0.15905941 0.055081718 -0.4774586 -0.048421752 -0.10361941 0.086924633 -0.40723658 -0.20835537 -0.287685 0.047003067 -0.096509857 0.0021500498 -0.14763078 -0.21132042 -0.0033132913 -0.17864884 -0.33092936 -0.17864884 -0.33092936 -0.15420246 -0.11458085 -0.23214497 -0.16900367 -0.18464348 -0.17523004 -0.22855672 0.11182117 -0.40125413 -0.38437494 0.091896285 -0.52001538 -0.24702721 -0.034262124 0.33347843 -0.17415959 -0.078132287 -0.41452243 -0.21885516 0.12854933 -0.53977967 -0.28337793 -0.592582 -0.0080679462 -0.16399925 -0.18531777 -0.069778892 -0.48662501 -0.22855349 -0.44111941 0.089596167 0.023924376 0.28774614 -0.21293465 -0.5120523 0.24629106 -0.095773599 -0.13896673 0.024060947 -0.1490698 -0.33120522 0.26851537 -0.23541469 -0.15793642 0.21496347 "WALKING"
1 26 0.23648675 -0.021241181 -0.15456711 -0.085100046 -0.087359752 -0.3324653 0.96893846 -0.14617526 0.0871679 -0.96961483 -0.98160759 -0.93607397 -0.28648597 0.14064474 0.10216745 -0.23124858 -0.26363873 -0.4007694 -0.082547284 -0.054207639 0.071242213 -0.42803087 -0.58328957 -0.23800262 -0.079413527 0.12374699 0.23381901 -0.34565567 -0.63465025 -0.44348913 -0.029121035 -0.31520548 -0.029121035 -0.31520548 -0.22567056 -0.28812243 -0.32378994 -0.55032334 -0.50562188 -0.62587832 -0.13828524 -0.14674743 -0.32632439 -0.064897172 -0.1142769 -0.39047885 -0.31432108 -0.092259662 0.15312312 -0.28637312 -0.29346908 -0.37325247 -0.24143669 -0.28037517 -0.42530654 -0.41248687 -0.30174538 -0.26429476 -0.32765863 -0.56429725 -0.23785912 -0.46075836 -0.59838553 -0.30759514 -0.16803916 0.16254025 0.057945324 -0.31620705 -0.42074069 0.070756779 -0.24242854 -0.35602237 0.17442494 -0.54816478 -0.63022498 0.32125444 -0.60010855 -0.69025169 0.24122823 "WALKING"
1 26 0.26612465 -0.0062777566 -0.1408652 -0.46222341 -0.32664523 -0.39689898 0.9598608 -0.13101227 0.11316018 -0.98118275 -0.97431542 -0.9584838 0.14205146 0.088254939 0.11483237 -0.46148387 -0.48660492 -0.45685756 -0.013338436 -0.1376796 0.15924819 -0.58492867 -0.60309768 -0.44010806 -0.27552404 0.15173316 0.0050580788 -0.50006801 -0.59458878 -0.59102506 -0.36314185 -0.52706172 -0.36314185 -0.52706172 -0.42780484 -0.42370576 -0.47687358 -0.62578011 -0.54730914 -0.66017575 -0.47003684 -0.35032055 -0.42936882 -0.45906406 -0.35631864 -0.42627255 -0.40511102 -0.095970253 0.20041794 -0.50222058 -0.48852293 -0.46377302 -0.46641784 -0.5215485 -0.44939774 -0.26864624 -0.28369811 -0.24354939 -0.44132722 -0.57416124 -0.43574 -0.63090918 -0.62484942 -0.49261708 0.017071331 0.36046056 -0.11630625 -0.49799175 -0.61713992 0.15136085 -0.43474892 -0.41323581 0.013501714 -0.6154392 -0.69985543 0.34264859 -0.69592639 -0.63982844 0.39713047 "WALKING"
1 26 0.21653358 -0.020932733 -0.13418444 -0.31914107 -0.062512057 -0.31638961 0.95595296 -0.12453725 0.11640972 -0.98561703 -0.97158785 -0.98106182 0.067247662 0.30063957 0.12968007 -0.31842711 -0.25583941 -0.29669786 0.0030100102 -0.11020975 0.039683757 -0.40302528 -0.59656909 -0.3008301 0.010653436 -0.0053319031 0.095517474 -0.36749502 -0.61598781 -0.45166115 -0.17685673 -0.46228882 -0.17685673 -0.46228882 -0.2368136 -0.269205 -0.34319666 -0.48873 -0.50430888 -0.62122395 -0.30432279 -0.061422532 -0.27496345 -0.32500422 -0.12225337 -0.39910265 -0.48996639 -0.0077031464 0.37468775 -0.35222178 -0.29742636 -0.2710205 -0.34311689 -0.25947618 -0.31936154 -0.34241932 -0.4813363 0.04366391 -0.27906075 -0.57925068 -0.25335633 -0.44276105 -0.61048005 -0.38096947 -0.19064216 0.048366063 -0.15235505 -0.40713555 -0.57910196 0.25622422 -0.25913775 -0.28636414 0.06895609 -0.52086724 -0.55427147 0.1324358 -0.61453587 -0.65724428 0.2958116 "WALKING"
1 5 0.38317515 -0.0021028503 -0.10546768 -0.24573254 0.14614765 -0.40896266 0.96601936 -0.14184841 0.019048997 -0.98717838 -0.98483432 -0.98299677 -0.11374703 -0.22013321 0.33397404 -0.19185553 -0.067177801 -0.48842212 -0.028053024 -0.0022318389 0.013081417 -0.49269808 -0.41973621 -0.31020662 -0.35854455 -0.23973916 0.025732879 -0.19777336 -0.46723504 -0.12680745 -0.096833694 -0.36373673 -0.096833694 -0.36373673 -0.17396328 -0.26072254 -0.32732656 -0.47357654 -0.33211627 -0.42557813 -0.18282122 0.048174958 -0.37022746 -0.27196614 0.12335408 -0.48229222 -0.38785594 -0.088502116 0.33849043 -0.24170481 -0.15744122 -0.45412014 -0.21088566 -0.030103729 -0.51992285 -0.4139511 -0.62411561 -0.3628643 -0.28459792 -0.45777545 -0.23035852 -0.56057162 -0.40144677 -0.40153396 0.26493242 0.098847568 0.11043578 -0.25397617 -0.53416469 0.12281797 -0.21706541 -0.32550488 -0.034733516 -0.46715539 -0.57065497 0.32786235 -0.49755584 -0.38045957 -0.09352575 "WALKING"
1 7 0.34488922 -0.0019649284 -0.089702769 -0.39328824 -0.2964874 0.24278241 0.89763476 -0.1400438 -0.32498931 -0.97718815 -0.97879916 -0.91362585 0.26542615 -0.14126373 -0.54138119 -0.39015766 -0.23087682 -0.13403073 -0.055073258 -0.068146186 0.074814261 -0.5756348 -0.33387332 -0.37165124 -0.10728774 -0.18797671 -0.28982715 -0.29779188 -0.27939411 -0.54737614 -0.16445632 -0.20911944 -0.16445632 -0.20911944 -0.25088665 -0.088816273 -0.39565384 -0.28684498 -0.38432788 -0.2179248 -0.39683255 -0.2922005 0.067490766 -0.3917865 -0.34297287 0.23881687 -0.24555057 0.066464436 0.18712206 -0.43504417 -0.3039464 -0.1393194 -0.39701777 -0.20157058 -0.12829508 -0.258442 -0.25756926 -0.33139156 -0.35480556 -0.28920463 -0.37374528 -0.65098549 -0.36775866 -0.42827163 0.044890915 0.32582509 0.076350356 -0.15862191 -0.36186868 0.21295401 -0.086962928 -0.096941037 -0.1162057 -0.30550445 -0.39756024 0.21184433 -0.30670687 -0.16629561 -0.1549947 "WALKING"
1 23 0.26819376 -0.012730069 -0.093652628 -0.38369784 -0.20389739 0.14800031 0.94419001 -0.1587575 -0.14252678 -0.98123535 -0.97279061 -0.9660382 -0.035809932 -0.013648953 0.25105707 -0.33327333 -0.20880414 -0.050110066 -0.011713496 -0.013529289 0.15682736 -0.5012925 0.17828866 -0.30512582 -0.12026107 -0.0042298159 -0.18784706 -0.41128162 0.17295521 -0.44636714 -0.16544768 -0.24964632 -0.16544768 -0.24964632 -0.16495084 -0.071436518 -0.093372621 0.094971465 -0.086230814 0.13542327 -0.3371315 -0.17182516 0.063412149 -0.40297074 -0.27198935 0.10388811 -0.32361523 -0.037764839 0.11459022 -0.35257644 -0.28022282 -0.066670354 -0.37234906 -0.18273593 -0.034555266 -0.2799317 -0.46675266 -0.45074202 -0.36755069 0.12700542 -0.29084426 -0.54372067 0.20054391 -0.37330765 -0.21571679 0.039225286 -0.088743239 -0.13485168 -0.43985403 0.28863771 -0.075290045 -0.072782923 0.050816272 0.20182032 -0.1916902 0.45712012 0.061487608 0.14917233 0.293295 "WALKING"
1 6 0.38126228 -0.023514838 -0.12191629 -0.30223568 0.21550244 -0.43794341 0.95044539 -0.20270085 0.054020219 -0.98490196 -0.98955171 -0.96370112 0.27797994 -0.65426644 -0.27250368 -0.10150659 0.10861609 -0.4643495 -0.0098137841 -0.15068406 0.12164825 -0.41147338 -0.18490658 -0.27488177 -0.020810028 0.59842686 -0.28398428 -0.13350115 -0.16451219 0.089931542 -0.17288132 -0.15594944 -0.17288132 -0.15594944 -0.11064987 -0.055529056 -0.22392078 -0.14449177 -0.15347286 -0.095988993 -0.14491638 0.3177887 -0.37027704 -0.37488668 0.079203633 -0.53014501 -0.042641708 0.4264435 0.60196855 -0.10000864 0.041386489 -0.39322954 -0.18556399 0.10915042 -0.53574315 0.017185338 -0.42974193 0.13641075 -0.20480647 -0.066226963 -0.036619527 -0.47777595 -0.27356542 -0.43934558 0.024020912 0.31403192 0.31572277 -0.014325186 -0.37927942 0.19391252 -0.05751796 -0.059634267 -0.096581975 -0.11802107 -0.31651948 0.20980395 -0.15360749 -0.087357701 -0.0015845394 "WALKING"
